namespace,type,kind,bases,methods,fields,references,flags,file
COW,UIImageShareCaptureWidgetView,class,UIBaseView,2,34,,,COW/UIImageShareCaptureWidgetView.cs
COW,UIImageShareEmojiSelectItemController,class,"UIEasyListItemController, IUIModelDataChangeObserver",12,4,,,COW/UIImageShareEmojiSelectItemController.cs
COW,UIImageShareEmojiSelectItemView,class,UIBaseView,2,11,,,COW/UIImageShareEmojiSelectItemView.cs
COW,UIImageShareEmojiSelectPopController,class,"UIPopupWindowController, IEasyList",14,6,,,COW/UIImageShareEmojiSelectPopController.cs
COW,UIImageShareEmojiSelectPopView,class,UIBaseView,2,5,,,COW/UIImageShareEmojiSelectPopView.cs
COW,UIImageShareFrameSelectItemController,class,"UIEasyListItemController, IUIModelDataChangeObserver",14,4,,,COW/UIImageShareFrameSelectItemController.cs
COW,UIImageShareFrameSelectItemView,class,UIBaseView,2,16,,,COW/UIImageShareFrameSelectItemView.cs
COW,UIImageShareFrameSelectPopController,class,"UIPopupWindowController, IEasyList",9,3,,,COW/UIImageShareFrameSelectPopController.cs
COW,UIImageShareFrameSelectPopView,class,UIBaseView,2,3,,,COW/UIImageShareFrameSelectPopView.cs
COW,UIImageShareFrameSelectVerticalItemController,class,UIImageShareFrameSelectItemController,2,1,,,COW/UIImageShareFrameSelectVerticalItemController.cs
COW,UIImageShareFrameSelectVerticalItemView,class,UIBaseView,2,16,,,COW/UIImageShareFrameSelectVerticalItemView.cs
COW,UIImageShareFrameSelectVerticalPopController,class,UIImageShareFrameSelectPopController,2,1,,,COW/UIImageShareFrameSelectVerticalPopController.cs
COW,UIImageShareFrameSelectVerticalPopView,class,UIBaseView,2,3,,,COW/UIImageShareFrameSelectVerticalPopView.cs
COW,UIImageSharePreviewWindowBaseController,class,"UIPopupWindowController, IUIModelDataChangeObserver",107,145,,,COW/UIImageSharePreviewWindowBaseController.cs
COW,UIImageSharePreviewWindowController,class,UIImageSharePreviewWindowBaseController,27,13,,,COW/UIImageSharePreviewWindowController.cs
COW,UIImageSharePreviewWindowView,class,UIBaseView,2,112,,,COW/UIImageSharePreviewWindowView.cs
COW,UIImageShareQRCodeController,class,UIBaseController,9,5,,,COW/UIImageShareQRCodeController.cs
COW,UIImageShareQRCodeView,class,UIBaseView,2,5,,,COW/UIImageShareQRCodeView.cs
COW,UIImmortalityCountdownTimerCarni25DanceController,class,UIImmortalityCountdownTimerController,0,0,,,COW/UIImmortalityCountdownTimerCarni25DanceController.cs
COW,UIImmortalityCountdownTimerController,class,UIBaseController,10,6,,,COW/UIImmortalityCountdownTimerController.cs
COW,UIImmortalityCountdownTimerSF50Controller,class,UIImmortalityCountdownTimerController,0,0,,,COW/UIImmortalityCountdownTimerSF50Controller.cs
COW,UIImmortalityCountdownTimerView,class,UIBaseView,2,3,,,COW/UIImmortalityCountdownTimerView.cs
COW,UIInGameBasePopupController,class,UIPopupWindowController,5,5,,,COW/UIInGameBasePopupController.cs
COW,UIInGameBattleBoardController,class,UIBaseController,41,46,,,COW/UIInGameBattleBoardController.cs
COW,UIInGameBattleBoardView,class,UIBaseView,2,62,,,COW/UIInGameBattleBoardView.cs
COW,UIInGameChatContainerController,class,UIChatBaseContainerController,12,1,,,COW/UIInGameChatContainerController.cs
COW,UIInGameChatContainerView,class,UIBaseView,2,8,,,COW/UIInGameChatContainerView.cs
COW,UIInGameChatController,class,"UIBaseController, IUIModelDataChangeObserver",46,22,,,COW/UIInGameChatController.cs
COW,UIInGameChatMessageItemController,class,"UIBaseController, UITable2.IUITable2Item",9,3,,,COW/UIInGameChatMessageItemController.cs
COW,UIInGameChatMessageTable2ItemView,class,UIBaseView,2,14,,,COW/UIInGameChatMessageTable2ItemView.cs
COW,UIInGameChatParentController,class,UIPopupWindowController,15,2,,,COW/UIInGameChatParentController.cs
COW,UIInGameChatView,class,UIBaseView,2,17,,,COW/UIInGameChatView.cs
COW,UIInGameChatVoiceToTextController,class,UIVoiceToTextBaseController,18,7,,,COW/UIInGameChatVoiceToTextController.cs
COW,UIInGameChatVoiceToTextView,class,UIBaseView,2,13,,,COW/UIInGameChatVoiceToTextView.cs
COW,UIInGameMaskController,class,UIMaskController,0,0,,,COW/UIInGameMaskController.cs
COW,UIInGamePoolMgr,class,MonoSingleton<UIInGamePoolMgr>,6,1,,,COW/UIInGamePoolMgr.cs
COW,UIInGameRankBillboardView,class,UIBaseView,2,9,,,COW/UIInGameRankBillboardView.cs
COW,UIInGameScene,class,UICOWBaseScene,958,537,"Player,LLEDPGIGCMO",,COW/UIInGameScene.cs
COW,UIInGameSettingController,class,UISettingContentBase,46,23,,,COW/UIInGameSettingController.cs
COW,UIInGameSettingItemController,class,UICommonSettingItemController,9,4,,,COW/UIInGameSettingItemController.cs
COW,UIInGameSettingTopTabController,class,UIBaseController,7,9,,,COW/UIInGameSettingTopTabController.cs
COW,UIInGameSettingTopTabView,class,UIBaseView,2,5,,,COW/UIInGameSettingTopTabView.cs
COW,UIInGameSettingView,class,UIBaseView,2,16,,,COW/UIInGameSettingView.cs
COW,UIInGameSliderSettingItemController,class,UICommonSettingSliderItemController,8,3,,,COW/UIInGameSliderSettingItemController.cs
COW,UIInformationSettingController,class,UISettingContentBase,185,58,,,COW/UIInformationSettingController.cs
COW,UIInformationSettingView,class,UIBaseView,2,3,,,COW/UIInformationSettingView.cs
COW,UIInsufficientDiamondsPopupWndController,class,UIPopupWindowController,13,6,,,COW/UIInsufficientDiamondsPopupWndController.cs
COW,UIInsufficientDiamondsPopupWndSmallController,class,UIPopupWindowController,8,3,,,COW/UIInsufficientDiamondsPopupWndSmallController.cs
COW,UIInsufficientDiamondsPopupWndSmallView,class,UIBaseView,2,5,,,COW/UIInsufficientDiamondsPopupWndSmallView.cs
COW,UIInsufficientDiamondsPopupWndView,class,UIBaseView,2,10,,,COW/UIInsufficientDiamondsPopupWndView.cs
COW,UIIntegrationItemView,class,UIBaseView,2,3,,,COW/UIIntegrationItemView.cs
COW,UIIntegrationTestCaseView,class,UIBaseView,2,11,,,COW/UIIntegrationTestCaseView.cs
COW,UIIntegrationTestReturnButtonView,class,UIBaseView,2,1,,,COW/UIIntegrationTestReturnButtonView.cs
COW,UIIntegrationTestView,class,UIBaseView,2,2,,,COW/UIIntegrationTestView.cs
COW,UIInventoryItemControllerBase,class,UIBaseController,39,10,,,COW/UIInventoryItemControllerBase.cs
COW,UIInventoryItemDragContainerLink,class,MonoBehaviour,0,1,,,COW/UIInventoryItemDragContainerLink.cs
COW,UIInventoryItemDragDropContainer,class,UIDragDropContainer,2,3,,,COW/UIInventoryItemDragDropContainer.cs
COW,UIInventoryItemDrapDrop,class,UIDragDropItem,15,3,,,COW/UIInventoryItemDrapDrop.cs
COW,UIInventoryTeammateItemGiven,class,MonoBehaviour,1,17,,,COW/UIInventoryTeammateItemGiven.cs
COW,UIInvitationTipsBoxContentController,class,UIBaseController,157,139,,,COW/UIInvitationTipsBoxContentController.cs
COW,UIInvitationTipsBoxContentView,class,UIBaseView,2,90,,,COW/UIInvitationTipsBoxContentView.cs
COW,UIInvitationTipsBoxController,class,UIBaseController,24,3,,,COW/UIInvitationTipsBoxController.cs
COW,UIInvitationTipsBoxView,class,UIBaseView,2,1,,,COW/UIInvitationTipsBoxView.cs
COW,UIInviteGroupBoxController,class,"UIBaseController, IUIModelDataChangeObserver, IEasyList",72,34,,,COW/UIInviteGroupBoxController.cs
COW,UIInviteGroupBoxView,class,UIBaseView,2,43,,,COW/UIInviteGroupBoxView.cs
COW,UIInvitePlatformCommonController,class,UIPopupWindowController,12,4,,,COW/UIInvitePlatformCommonController.cs
COW,UIInvitePlatformCommonGridController,class,UIBaseController,17,4,,,COW/UIInvitePlatformCommonGridController.cs
COW,UIInvitePlatformCommonGridView,class,UIBaseView,2,7,,,COW/UIInvitePlatformCommonGridView.cs
COW,UIInvitePlatformCommonView,class,UIBaseView,2,9,,,COW/UIInvitePlatformCommonView.cs
COW,UIItem,class,,0,7,,,COW/UIItem.cs
COW,UIItemCameraController,class,MonoBehaviour,3,1,,,COW/UIItemCameraController.cs
COW,UIJerseyNumberEditPopWndController,class,UIPopupWindowController,33,39,,,COW/UIJerseyNumberEditPopWndController.cs
COW,UIJerseyNumberEditPopWndView,class,UIBaseView,2,19,,,COW/UIJerseyNumberEditPopWndView.cs
COW,UIKDATagConController,class,UIBaseController,10,1,,,COW/UIKDATagConController.cs
COW,UIKDATagConView,class,UIBaseView,2,3,,,COW/UIKDATagConView.cs
COW,UIKVPairItem,class,MonoBehaviour,0,3,,,COW/UIKVPairItem.cs
COW,UIKVPairTipsInGameController,class,UIPopupWindowController,7,6,,,COW/UIKVPairTipsInGameController.cs
COW,UIKVPairTipsInGameView,class,UIBaseView,2,5,,,COW/UIKVPairTipsInGameView.cs
COW,UIKVPairTipsLobbyController,class,UIPopupWindowController,11,7,,,COW/UIKVPairTipsLobbyController.cs
COW,UIKVPairTipsLobbyView,class,UIBaseView,2,7,,,COW/UIKVPairTipsLobbyView.cs
COW,UIKeyActionSettingController,class,UIBaseController,12,14,,,COW/UIKeyActionSettingController.cs
COW,UIKeyActionSettingView,class,UIBaseView,2,3,,,COW/UIKeyActionSettingView.cs
COW,UIKolHudFastPreviewController,class,UIHudFastPreviewController,23,6,,,COW/UIKolHudFastPreviewController.cs
COW,UIKolHudItemController,class,UIEasyListItemController,14,3,,,COW/UIKolHudItemController.cs
COW,UIKolHudItemView,class,UIBaseView,2,14,,,COW/UIKolHudItemView.cs
COW,UIKolHudPopWndController,class,"UIPopupWindowController, IUIModelDataChangeObserver, IEasyList",44,20,,,COW/UIKolHudPopWndController.cs
COW,UIKolHudPopWndView,class,UIBaseView,2,34,,,COW/UIKolHudPopWndView.cs
COW,UIKolHudSelectPopWndController,class,UIPopupWindowController,21,15,,,COW/UIKolHudSelectPopWndController.cs
COW,UIKolHudSensitivityTipWndView,class,UIBaseView,2,4,,,COW/UIKolHudSensitivityTipWndView.cs
COW,UIKolHudSensivityItemController,class,UIBaseController,4,1,,,COW/UIKolHudSensivityItemController.cs
COW,UIKolHudSensivityItemView,class,UIBaseView,2,3,,,COW/UIKolHudSensivityItemView.cs
COW,UIKolHudSensivityWndController,class,UIBaseController,7,2,,,COW/UIKolHudSensivityWndController.cs
COW,UIKolHudSharePopWndController,class,UIPopupWindowController,17,18,,,COW/UIKolHudSharePopWndController.cs
COW,UIKolHudSharePopWndView,class,UIBaseView,2,7,,,COW/UIKolHudSharePopWndView.cs
COW,UIKolSensiSettingSlider,class,CommonSettingItemDataBase,0,7,,,COW/UIKolSensiSettingSlider.cs
COW,UIKolSensiSettingSliderItemController,class,UICommonSettingItemBaseController,15,4,,,COW/UIKolSensiSettingSliderItemController.cs
COW,UIKolSensiSettingSliderItemView,class,UIBaseView,2,11,,,COW/UIKolSensiSettingSliderItemView.cs
COW,UILWSOGameScene,class,UIInGameScene,29,12,,,COW/UILWSOGameScene.cs
COW,UILabNavigationController,class,UINavigationController,29,22,,,COW/UILabNavigationController.cs
COW,UILabNavigationView,class,UIBaseView,2,32,,,COW/UILabNavigationView.cs
COW,UILadderAnimationParam,class,MonoBehaviour,3,6,,,COW/UILadderAnimationParam.cs
COW,UILadderHeroicMarkPopupController,class,UIPopupWindowController,14,2,,,COW/UILadderHeroicMarkPopupController.cs
COW,UILadderHeroicMarkPopupView,class,UIBaseView,2,18,,,COW/UILadderHeroicMarkPopupView.cs
COW,UILadderKickOffRewardItemController,class,"UIBaseController, UITable2.IUITable2Item",10,5,,,COW/UILadderKickOffRewardItemController.cs
COW,UILadderKickOffRewardItemView,class,UIBaseView,2,3,,,COW/UILadderKickOffRewardItemView.cs
COW,UILadderLeaderBoardController,class,"UIBaseController, IEasyList, IUIModelDataChangeObserver",169,79,,,COW/UILadderLeaderBoardController.cs
COW,UILadderLeaderBoardEnterWndController,class,"UIPopupWindowController, IEasyList",25,3,,,COW/UILadderLeaderBoardEnterWndController.cs
COW,UILadderLeaderBoardEnterWndItemController,class,UIEasyListItemController,10,7,,,COW/UILadderLeaderBoardEnterWndItemController.cs
COW,UILadderLeaderBoardEnterWndItemData,class,,0,7,,,COW/UILadderLeaderBoardEnterWndItemData.cs
COW,UILadderLeaderBoardEnterWndItemView,class,UIBaseView,2,25,,,COW/UILadderLeaderBoardEnterWndItemView.cs
COW,UILadderLeaderBoardEnterWndView,class,UIBaseView,2,14,,,COW/UILadderLeaderBoardEnterWndView.cs
COW,UILadderLeaderBoardItemController,class,"UIEasyListItemController, IUIModelDataChangeObserver",50,28,,,COW/UILadderLeaderBoardItemController.cs
COW,UILadderLeaderBoardItemView,class,UIBaseView,2,58,,,COW/UILadderLeaderBoardItemView.cs
COW,UILadderLeaderBoardView,class,UIBaseView,2,85,,,COW/UILadderLeaderBoardView.cs
COW,UILadderMatchCrossMatchModePopController,class,UIPopupWindowController,10,11,,,COW/UILadderMatchCrossMatchModePopController.cs
COW,UILadderMatchCrossMatchModePopView,class,UIBaseView,2,7,,,COW/UILadderMatchCrossMatchModePopView.cs
COW,UILadderMatchExchangeMallView,class,UIBaseView,2,23,,,COW/UILadderMatchExchangeMallView.cs
COW,UILadderMatchExchangeMallWndController,class,"UIPreviewNavigationController, IUIModelDataChangeObserver, IEasyList",38,19,,,COW/UILadderMatchExchangeMallWndController.cs
COW,UILadderMatchHeroicLevelView,class,MonoBehaviour,2,6,,,COW/UILadderMatchHeroicLevelView.cs
COW,UILadderMatchLeaderboardController,class,"UIBaseController, IUIModelDataChangeObserver, IEasyList",25,21,,,COW/UILadderMatchLeaderboardController.cs
COW,UILadderMatchLeaderboardItemController,class,UIEasyListItemController,8,7,,,COW/UILadderMatchLeaderboardItemController.cs
COW,UILadderMatchLevelRewardItemView,class,UIBaseView,2,14,,,COW/UILadderMatchLevelRewardItemView.cs
COW,UILadderMatchLevelRewardItemWndController,class,UIEasyListItemController,8,2,,,COW/UILadderMatchLevelRewardItemWndController.cs
COW,UILadderMatchLobbyEntryController,class,"UIBaseController, IUIModelDataChangeObserver",14,10,,,COW/UILadderMatchLobbyEntryController.cs
COW,UILadderMatchMasterRankUpPopupController,class,UIPopupWindowController,8,3,,,COW/UILadderMatchMasterRankUpPopupController.cs
COW,UILadderMatchMasterRankUpPopupView,class,UIBaseView,2,5,,,COW/UILadderMatchMasterRankUpPopupView.cs
COW,UILadderMatchMissionDotController,class,UILobbyDotController,0,0,,,COW/UILadderMatchMissionDotController.cs
COW,UILadderMatchNavigationController,class,"UIPreviewNavigationController, IUIModelDataChangeObserver",84,50,,,COW/UILadderMatchNavigationController.cs
COW,UILadderMatchNextRankInfoItemController,class,UIBaseController,10,7,,,COW/UILadderMatchNextRankInfoItemController.cs
COW,UILadderMatchNextRankInfoItemView,class,UIBaseView,2,9,,,COW/UILadderMatchNextRankInfoItemView.cs
COW,UILadderMatchNextRankInfoPopController,class,UIPopupWindowController,14,11,,,COW/UILadderMatchNextRankInfoPopController.cs
COW,UILadderMatchNextRankInfoPopView,class,UIBaseView,2,10,,,COW/UILadderMatchNextRankInfoPopView.cs
COW,UILadderMatchResetMatchRewardItemController,class,UIBaseController,5,2,,,COW/UILadderMatchResetMatchRewardItemController.cs
COW,UILadderMatchResetMatchRewardItemView,class,UIBaseView,2,3,,,COW/UILadderMatchResetMatchRewardItemView.cs
COW,UILadderMatchReviewMiniItemController,class,UIStandardItemMiniController,1,0,,,COW/UILadderMatchReviewMiniItemController.cs
COW,UILadderMatchReviewRewardItemController,class,"UIBaseController, UITable2.IUITable2Item",11,8,,,COW/UILadderMatchReviewRewardItemController.cs
COW,UILadderMatchRewardStandardItemMiniController,class,UIStandardItemMiniController,2,0,,,COW/UILadderMatchRewardStandardItemMiniController.cs
COW,UILadderMatchSeasonChangeController,class,"UIPopupWindowController, IUIModelDataChangeObserver",22,14,,,COW/UILadderMatchSeasonChangeController.cs
COW,UILadderMatchSeasonChangeRewardItemController,class,UIStandardItemMiniController,2,0,,,COW/UILadderMatchSeasonChangeRewardItemController.cs
COW,UILadderMatchSeasonInfoMissionItemController,class,UIBaseController,14,6,,,COW/UILadderMatchSeasonInfoMissionItemController.cs
COW,UILadderMatchSeasonInfoMissionItemView,class,UIBaseView,2,6,,,COW/UILadderMatchSeasonInfoMissionItemView.cs
COW,UILadderMatchSeasonMiniInfoController,class,"UIBaseController, IUIModelDataChangeObserver",79,56,,,COW/UILadderMatchSeasonMiniInfoController.cs
COW,UILadderMatchSeasonMiniInfoView,class,UIBaseView,2,102,,,COW/UILadderMatchSeasonMiniInfoView.cs
COW,UILadderMatchSeasonSwitchController,class,UIBaseController,15,8,,,COW/UILadderMatchSeasonSwitchController.cs
COW,UILadderMatchSeasonSwitchView,class,UIBaseView,2,7,,,COW/UILadderMatchSeasonSwitchView.cs
COW,UILadderMatchSelectGameModeItemController,class,UIBaseController,5,4,,,COW/UILadderMatchSelectGameModeItemController.cs
COW,UILadderMatchSelectGameModeItemView,class,UIBaseView,2,5,,,COW/UILadderMatchSelectGameModeItemView.cs
COW,UILadderMatchSelectGameModePopupController,class,UIPopupWindowController,10,2,,,COW/UILadderMatchSelectGameModePopupController.cs
COW,UILadderMatchSelectGameModePopupView,class,UIBaseView,2,4,,,COW/UILadderMatchSelectGameModePopupView.cs
COW,UILadderMatchSplashController,class,UIPopupWindowController,13,1,,,COW/UILadderMatchSplashController.cs
COW,UILadderMatchSplashView,class,UIBaseView,2,2,,,COW/UILadderMatchSplashView.cs
COW,UILadderMatchTaskItemController,class,"UIBaseController, UITable2.IUITable2Item",23,12,,,COW/UILadderMatchTaskItemController.cs
COW,UILadderMatchTopTabController,class,UIStandardTopTabController,5,0,,,COW/UILadderMatchTopTabController.cs
COW,UILadderMatchTopTabItemController,class,UIStandardTopTabItemController,3,0,,,COW/UILadderMatchTopTabItemController.cs
COW,UILadderMatchWinPassPreheatItemController,class,UIBaseController,8,4,,,COW/UILadderMatchWinPassPreheatItemController.cs
COW,UILadderMatchWinPassPreheatItemView,class,UIBaseView,2,2,,,COW/UILadderMatchWinPassPreheatItemView.cs
COW,UILadderPlayerFullScreenAnimation,class,MonoBehaviour,5,16,,,COW/UILadderPlayerFullScreenAnimation.cs
COW,UILadderRankIconView,class,UIBaseView,2,22,,,COW/UILadderRankIconView.cs
COW,UILadderRankTaskController,class,"UIPreviewBaseController, IUIModelDataChangeObserver",76,42,,,COW/UILadderRankTaskController.cs
COW,UILadderRankTaskView,class,UIBaseView,2,46,,,COW/UILadderRankTaskView.cs
COW,UILadderUnlockMatchRewardWndController,class,CommonRewardWindowStyleBaseController,16,3,,,COW/UILadderUnlockMatchRewardWndController.cs
COW,UILadderWinRewardItemController,class,UIBaseController,10,5,,,COW/UILadderWinRewardItemController.cs
COW,UILadderWinRewardItemView,class,UIBaseView,2,13,,,COW/UILadderWinRewardItemView.cs
COW,UILaunchNumberBannerController,class,UIBaseController,5,4,,,COW/UILaunchNumberBannerController.cs
COW,UILaunchTagFrameController,class,"UIBaseController, IUIModelDataChangeObserver",21,35,,,COW/UILaunchTagFrameController.cs
COW,UILaunchTagFrameView,class,UIBaseView,2,1,,,COW/UILaunchTagFrameView.cs
COW,UILaunchTagHelper,class,MonoBehaviour,0,5,,,COW/UILaunchTagHelper.cs
COW,UILaunchTagIntroduceItemController,class,UIBaseController,6,4,,,COW/UILaunchTagIntroduceItemController.cs
COW,UILaunchTagIntroduceItemView,class,UIBaseView,2,3,,,COW/UILaunchTagIntroduceItemView.cs
COW,UILaunchTagIntroduceWndController,class,UIPopupWindowController,9,8,,,COW/UILaunchTagIntroduceWndController.cs
COW,UILaunchTagIntroduceWndView,class,UIBaseView,2,7,,,COW/UILaunchTagIntroduceWndView.cs
COW,UILaunchTagNumberBannerHelper,class,MonoBehaviour,0,1,,,COW/UILaunchTagNumberBannerHelper.cs
COW,UILaunchTagShowController,class,UIBaseController,9,4,,,COW/UILaunchTagShowController.cs
COW,UILaunchTagShowHelper,class,MonoBehaviour,0,9,,,COW/UILaunchTagShowHelper.cs
COW,UILaunchTagShowPopupWndController,class,UIPopupWindowController,9,3,,,COW/UILaunchTagShowPopupWndController.cs
COW,UILauncherConfirmWnd,class,UIPopupWindowController,12,3,,,COW/UILauncherConfirmWnd.cs
COW,UILauncherConfirmWndView,class,UIBaseView,2,8,,,COW/UILauncherConfirmWndView.cs
COW,UILauncherController,class,UIBaseController,66,150,,,COW/UILauncherController.cs
COW,UILauncherMaxController,class,UIPopupSpecialWindowController,10,5,,,COW/UILauncherMaxController.cs
COW,UILauncherMaxView,class,UIBaseView,2,8,,,COW/UILauncherMaxView.cs
COW,UILauncherPopupMessageController,class,UIBaseController,27,24,,,COW/UILauncherPopupMessageController.cs
COW,UILauncherPopupMessageView,class,UIBaseView,2,30,,,COW/UILauncherPopupMessageView.cs
COW,UILauncherView,class,UIBaseView,2,7,,,COW/UILauncherView.cs
COW,UILauncherWebViewLiteController,class,UIBaseController,11,5,,,COW/UILauncherWebViewLiteController.cs
COW,UILeaderBoardAwarWndController,class,"UIPopupWindowController, IEasyList",6,2,,,COW/UILeaderBoardAwarWndController.cs
COW,UILeaderBoardAwarWndItemController,class,UIEasyListItemController,4,3,,,COW/UILeaderBoardAwarWndItemController.cs
COW,UILeaderBoardAwarWndItemView,class,UIBaseView,2,2,,,COW/UILeaderBoardAwarWndItemView.cs
COW,UILeaderBoardAwarWndView,class,UIBaseView,2,3,,,COW/UILeaderBoardAwarWndView.cs
COW,UILeaderBoardItemNewController,class,UIEasyListItemController,81,30,,,COW/UILeaderBoardItemNewController.cs
